Timestamp,TH1,TH2,TH3,TH4
2023-12-19 22:14:17.331,101.6,101.6,101.6,26.5
2023-12-19 22:14:17.445,101.6,101.6,101.6,26.5
2023-12-19 22:14:17.558,101.6,101.6,101.6,26.6
2023-12-19 22:14:17.666,101.6,101.6,101.6,26.5
2023-12-19 22:14:17.775,101.6,101.6,101.6,26.5
2023-12-19 22:14:17.883,101.6,101.6,101.6,26.5
2023-12-19 22:14:17.990,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.099,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.208,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.316,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.428,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.536,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.644,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.754,101.6,101.6,101.6,26.6
2023-12-19 22:14:18.867,101.6,101.6,101.6,26.5
2023-12-19 22:14:18.977,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.083,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.191,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.300,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.410,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.518,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.627,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.737,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.846,101.6,101.6,101.6,26.5
2023-12-19 22:14:19.956,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.065,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.176,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.285,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.397,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.508,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.619,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.729,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.837,101.6,101.6,101.6,26.5
2023-12-19 22:14:20.947,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.058,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.169,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.280,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.388,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.501,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.611,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.720,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.830,101.6,101.6,101.6,26.5
2023-12-19 22:14:21.940,101.6,101.6,101.6,26.6
2023-12-19 22:14:22.052,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.163,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.272,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.381,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.491,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.602,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.712,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.824,101.6,101.6,101.6,26.5
2023-12-19 22:14:22.933,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.043,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.151,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.259,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.370,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.478,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.588,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.697,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.810,101.6,101.6,101.6,26.5
2023-12-19 22:14:23.919,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.025,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.134,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.243,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.354,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.462,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.574,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.683,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.795,101.6,101.6,101.6,26.5
2023-12-19 22:14:24.904,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.014,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.124,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.234,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.342,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.453,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.563,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.675,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.783,101.6,101.6,101.6,26.5
2023-12-19 22:14:25.892,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.004,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.114,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.224,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.335,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.442,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.552,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.660,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.770,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.878,101.6,101.6,101.6,26.5
2023-12-19 22:14:26.990,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.100,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.211,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.321,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.431,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.539,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.651,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.760,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.871,101.6,101.6,101.6,26.5
2023-12-19 22:14:27.980,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.092,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.202,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.312,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.421,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.529,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.641,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.750,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.859,101.6,101.6,101.6,26.5
2023-12-19 22:14:28.969,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.079,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.185,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.295,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.404,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.513,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.622,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.733,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.844,101.6,101.6,101.6,26.5
2023-12-19 22:14:29.956,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.065,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.176,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.286,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.395,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.504,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.615,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.724,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.834,101.6,101.6,101.6,26.5
2023-12-19 22:14:30.943,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.052,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.163,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.273,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.383,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.495,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.605,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.714,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.825,101.6,101.6,101.6,26.5
2023-12-19 22:14:31.936,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.044,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.154,101.6,101.6,101.6,26.6
2023-12-19 22:14:32.266,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.378,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.487,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.597,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.705,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.816,101.6,101.6,101.6,26.5
2023-12-19 22:14:32.923,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.035,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.148,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.257,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.368,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.478,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.586,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.695,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.805,101.6,101.6,101.6,26.5
2023-12-19 22:14:33.917,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.028,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.138,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.248,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.359,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.469,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.578,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.687,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.794,101.6,101.6,101.6,26.5
2023-12-19 22:14:34.906,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.016,101.6,101.6,101.6,26.6
2023-12-19 22:14:35.125,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.235,101.6,101.6,101.6,26.6
2023-12-19 22:14:35.344,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.455,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.562,101.6,101.6,101.6,26.6
2023-12-19 22:14:35.669,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.781,101.6,101.6,101.6,26.5
2023-12-19 22:14:35.890,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.001,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.108,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.220,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.331,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.441,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.551,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.661,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.770,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.883,101.6,101.6,101.6,26.5
2023-12-19 22:14:36.992,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.103,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.213,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.322,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.432,101.6,101.6,101.6,26.6
2023-12-19 22:14:37.542,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.653,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.761,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.873,101.6,101.6,101.6,26.5
2023-12-19 22:14:37.985,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.094,101.6,101.6,101.6,26.6
2023-12-19 22:14:38.204,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.315,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.428,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.537,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.648,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.759,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.868,101.6,101.6,101.6,26.5
2023-12-19 22:14:38.979,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.091,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.199,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.311,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.419,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.530,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.639,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.750,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.859,101.6,101.6,101.6,26.5
2023-12-19 22:14:39.968,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.078,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.187,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.299,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.408,101.6,101.6,101.6,26.6
2023-12-19 22:14:40.517,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.624,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.734,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.844,101.6,101.6,101.6,26.5
2023-12-19 22:14:40.953,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.062,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.171,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.280,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.390,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.498,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.610,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.723,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.830,101.6,101.6,101.6,26.5
2023-12-19 22:14:41.944,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.050,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.162,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.272,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.379,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.488,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.597,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.706,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.817,101.6,101.6,101.6,26.5
2023-12-19 22:14:42.928,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.036,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.145,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.257,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.366,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.474,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.585,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.695,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.807,101.6,101.6,101.6,26.5
2023-12-19 22:14:43.917,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.029,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.136,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.248,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.358,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.467,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.580,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.690,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.803,101.6,101.6,101.6,26.5
2023-12-19 22:14:44.910,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.022,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.132,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.241,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.353,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.462,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.570,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.680,101.6,101.6,101.6,26.6
2023-12-19 22:14:45.793,101.6,101.6,101.6,26.5
2023-12-19 22:14:45.901,101.6,101.6,101.6,26.6
2023-12-19 22:14:46.012,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.123,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.234,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.342,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.455,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.564,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.673,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.783,101.6,101.6,101.6,26.5
2023-12-19 22:14:46.890,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.001,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.112,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.223,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.335,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.444,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.553,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.663,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.774,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.884,101.6,101.6,101.6,26.5
2023-12-19 22:14:47.994,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.104,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.216,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.325,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.434,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.546,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.656,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.766,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.877,101.6,101.6,101.6,26.5
2023-12-19 22:14:48.991,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.098,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.209,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.319,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.429,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.540,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.650,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.760,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.871,101.6,101.6,101.6,26.5
2023-12-19 22:14:49.979,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.089,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.200,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.312,101.6,101.6,101.6,26.6
2023-12-19 22:14:50.421,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.531,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.642,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.751,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.862,101.6,101.6,101.6,26.5
2023-12-19 22:14:50.973,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.080,101.6,101.6,101.6,26.6
2023-12-19 22:14:51.188,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.298,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.409,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.518,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.629,101.6,101.6,101.6,26.6
2023-12-19 22:14:51.737,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.845,101.6,101.6,101.6,26.5
2023-12-19 22:14:51.955,101.6,101.6,101.6,26.6
2023-12-19 22:14:52.063,101.6,101.6,101.6,26.5
2023-12-19 22:14:52.171,101.6,101.6,101.6,26.5
2023-12-19 22:14:52.284,101.6,101.6,101.6,26.6
2023-12-19 22:14:52.393,101.6,101.6,101.6,26.6
2023-12-19 22:14:52.500,101.6,101.6,101.6,26.6
2023-12-19 22:14:52.610,101.6,101.6,101.6,26.5
2023-12-19 22:14:52.719,101.6,101.6,101.6,26.6
2023-12-19 22:14:52.829,101.6,101.6,101.6,26.5
2023-12-19 22:14:52.939,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.052,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.158,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.270,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.380,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.490,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.602,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.709,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.818,101.6,101.6,101.6,26.5
2023-12-19 22:14:53.931,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.041,101.6,101.6,101.6,26.6
2023-12-19 22:14:54.150,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.261,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.370,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.480,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.591,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.701,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.811,101.6,101.6,101.6,26.5
2023-12-19 22:14:54.921,101.6,101.6,101.6,26.6
2023-12-19 22:14:55.030,101.6,101.6,101.6,26.5
2023-12-19 22:14:55.140,101.6,101.6,101.6,26.6
2023-12-19 22:14:55.249,101.6,101.6,101.6,26.5
2023-12-19 22:14:55.358,101.6,101.6,101.6,26.6
2023-12-19 22:14:55.470,101.6,101.6,101.6,26.5
2023-12-19 22:14:55.578,101.6,101.6,101.6,26.5
2023-12-19 22:14:55.685,101.6,101.6,101.6,26.5
2023-12-19 22:14:55.791,101.6,101.6,101.6,26.6
2023-12-19 22:14:55.903,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.015,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.124,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.234,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.343,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.454,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.562,101.6,101.6,101.6,26.6
2023-12-19 22:14:56.670,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.780,101.6,101.6,101.6,26.5
2023-12-19 22:14:56.892,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.001,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.111,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.221,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.331,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.443,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.552,101.6,101.6,101.6,26.6
2023-12-19 22:14:57.661,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.769,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.879,101.6,101.6,101.6,26.5
2023-12-19 22:14:57.988,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.097,101.6,101.6,101.6,26.6
2023-12-19 22:14:58.205,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.316,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.427,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.536,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.644,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.754,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.865,101.6,101.6,101.6,26.5
2023-12-19 22:14:58.977,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.085,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.194,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.304,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.415,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.527,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.638,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.747,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.857,101.6,101.6,101.6,26.5
2023-12-19 22:14:59.968,101.6,101.6,101.6,26.5
